.clixml,powerse.clixml,PowerShell Object XML,,,,,,0x00000000,0x00000000,"C:\Program Files (x86)\Devfarm Software\PowerSE\PowerSE.exe,5",8/15/2012 1:02:51 PM,Standard,,,,,
.cls,,,,,,,,0x00000000,0x00000000,,7/13/2009 10:53:38 PM,Standard,,,,,
.cmd,cmdfile,Windows Command Script,,,,,,0x00000430,0x00000000,"%SystemRoot%\System32\imageres.dll,-68",7/13/2009 10:53:38 PM,Standard,,Microsoft® Windows® Operating System,6.1.7600.16385 (win7_rtm.090713-1255),Windows Image Resource,Microsoft Corporation
.cod,,,,,,,,0x00000000,0x00000000,,7/13/2009 10:53:38 PM,Standard,,,,,
.com,comfile,MS-DOS Application,,,,,,0x00000030,0x00000000,"%SystemRoot%\System32\shell32.dll,2",7/13/2009 10:53:38 PM,Standard,,Microsoft® Windows® Operating System,6.1.7601.17514 (win7sp1_rtm.101119-1850),Windows Shell Common Dll,Microsoft Corporation
.compositefont,Windows.CompositeFont,Composite Font File,,,,,,0x00000000,0x00000000,"C:\Windows\System32\PresentationHost.exe,2",7/13/2009 10:53:38 PM,Standard,,Microsoft® .NET Framework,4.0.31106.0 built by: Main,Windows Presentation Foundation Host,Microsoft Corporation
.config,,,,,,,,0x00000000,0x00000000,,7/5/2012 4:36:12 PM,Standard,,,,,
.contact,contact_wab_auto_file,Contact File,text/x-ms-contact,,,,,0x00000000,0x00000000,"%ProgramFiles%\Windows Mail\wab.exe,1",7/13/2009 10:53:38 PM,Standard,,Microsoft® Windows® Operating System,6.1.7601.17514 (win7sp1_rtm.101119-1850),Windows Contacts,Microsoft Corporation
.cpl,cplfile,Control Panel Item,,,,,,0x00000000,0x00000000,,7/13/2009 10:53:38 PM,Standard,,,,,
.cpp,,,,text,,,,0x00000000,0x00000000,,7/13/2009 10:53:38 PM,Standard,,,,,
.crd,Microsoft.InformationCard,Information Card,,,,*,,0x0012bff9,0x00000000,"C:\Windows\System32\icardres.dll,-4112",7/13/2009 10:53:38 PM,Standard,,Microsoft® .NET Framework,3.0.4506.4926 (NetFXw7.030729-4900),Windows CardSpace,Microsoft Corporation
.crds,Microsoft.WindowsCardSpaceBackup,Information Card Store,,,,*,,0x0012bff9,0x00000000,"C:\Windows\System32\icardres.dll,-4113",7/13/2009 10:53:38 PM,Standard,,Microsoft® .NET Framework,3.0.4506.4926 (NetFXw7.030729-4900),Windows CardSpace,Microsoft Corporation
.crl,CRLFile,Certificate Revocation List,application/pkix-crl,,,,,0x00000000,0x00000000,"cryptui.dll,-3417",7/13/2009 10:53:38 PM,Standard,,Microsoft® Windows® Operating System,6.1.7601.17514 (win7sp1_rtm.101119-1850),Microsoft Trust UI Provider,Microsoft Corporation
.crt,CERFile,Security Certificate,application/x-x509-ca-cert,,,,,0x00000000,0x00000000,"cryptui.dll,-3410",7/13/2009 10:53:38 PM,Standard,,Microsoft® Windows® Operating System,6.1.7601.17514 (win7sp1_rtm.101119-1850),Microsoft Trust UI Provider,Microsoft Corporation
.crtx,CRTXFile,Microsoft Office Chart Template,,,,,,0x00000000,0x00000000,"C:\PROGRA~2\MICROS~1\Office14\OART.DLL,-5000",7/5/2012 4:35:45 PM,Standard,,Microsoft Office 2010,14.0.6106.5005,Microsoft OfficeArt,Microsoft Corporation
.cs,,,,,,,,0x00000000,0x00000000,,7/5/2012 4:36:12 PM,Standard,,,,,
.csa,,,,,,,,0x00000000,0x00000000,,7/13/2009 10:53:38 PM,Standard,,,,,
.csproj,,,,,,,,0x00000000,0x00000000,,7/5/2012 4:36:12 PM,Standard,,,,,
.css,CSSfile,Cascading Style Sheet Document,text/css,text,,,,0x00010000,0x00000000,"C:\Windows\System32\shell32.dll,-151",7/13/2009 10:53:38 PM,Standard,Applications\sublime_text.exe,Microsoft® Windows® Operating System,6.1.7601.17514 (win7sp1_rtm.101119-1850),Windows Shell Common Dll,Microsoft Corporation
.csv,Excel.CSV,Microsoft Excel Comma Separated Values File,application/vnd.ms-excel,text,,,,0x00000000,0x00000000,"C:\Windows\Installer\{90140000-0011-0000-0000-0000000FF1CE}\xlicons.exe,9",7/5/2012 4:35:41 PM,Standard,,Microsoft Office 2010,14.0.6009.1000,Microsoft Office 2010 component,Microsoft Corporation
.cur,curfile,Cursor,,,,,,0x00000000,0x00000000,%1,7/13/2009 10:53:38 PM,Standard,,,,,
.cxx,,,,text,,,,0x00000000,0x00000000,,7/13/2009 10:53:38 PM,Standard,,,,,
.dat,,,,,,,,0x00000000,0x00000000,,7/13/2009 10:53:38 PM,Standard,,,,,
.datasource,,,,,,,,0x00000000,0x00000000,,7/5/2012 4:36:12 PM,Standard,,,,,
